id,loss
4,1622.9351873175451
6,2098.9122843938926
9,7984.639929689079
12,6465.937687873519
15,1027.4042833335282
17,2648.423925484851
21,2602.9044137850256
28,629.016540981467
32,2585.220628475862
43,3688.1659784181966
46,3639.8394199212935
50,984.6114389365489
54,1224.9107900524734
62,2556.89448623294
70,2418.736066853584
71,6986.406346132819
75,2362.7193612365827
77,1447.0862608809396
81,3068.869425555787
83,1936.7310888953673
87,2062.3139793095215
97,955.1421917223971
103,1518.1817244415292
119,1287.449191869396
120,2448.188053999034
127,1134.675934758579
138,3497.2882599004843
141,4400.0727453881855
148,1036.162431277214
150,2733.8577856496872
151,2734.6171990341268
158,1967.2178312565918
160,6893.168482328857
165,3143.603943717393
168,3657.991938283214
169,6655.757784840063
177,3018.5619435990934
178,2315.2187331122395
184,2458.1445327768547
194,9630.080355243852
198,2816.6162631063803
203,3710.8833524672027
211,3140.307132691136
217,1266.8670471170974
219,1700.9550666566545
221,5536.474107360644
227,1473.074768562302
230,1970.0098537850045
235,4151.172024514857
240,778.1621507568806
243,3953.291796234587
249,8197.51305428111
253,3437.250617282575
258,1791.7422686769537
261,2214.2968532905793
263,4167.033863670241
264,2806.9553133975505
265,4267.992218924802
268,2282.809620610929
271,1315.392050861498
274,6504.58812663157
275,607.2279078093428
279,1818.7078065751816
282,2196.6209913040307
286,3597.6442356872763
288,1526.235433963766
294,2398.132026528373
296,1143.719541571829
297,2001.09215327792
300,854.5997805163796
303,11542.52952408797
314,1279.772992842165
315,4876.990712212381
321,3052.7078611517222
323,4687.528848897613
330,4387.17288002123
341,1177.4856323152844
342,3375.845628489114
352,1627.497689795946
353,4349.558478241101
360,6576.518918524317
361,2252.9487058888744
362,3934.940879558973
366,1626.028744434342
372,4372.242803570542
376,3403.1905236016783
377,2695.086556906295
379,1834.4040965261354
380,2967.9879418657442
387,1936.7368483460443
392,2219.1533477300986
394,9132.73913479513
395,1788.3348631038434
397,1895.8695501103002
407,6441.830068715661
411,7382.612847336365
416,2730.8449405165675
417,1735.4211830812912
419,4314.946712955536
428,5430.255566380719
431,2080.286682507074
436,10523.583835898897
438,1628.7233073968312
445,6397.323801405642
446,7208.76966205178
455,1562.598088294767
456,1705.0059275938147
461,1056.2343826882034
463,1892.9711645121881
464,3891.0167072576533
466,1380.8796082866522
467,2885.514656425065
470,1175.0874934855103
475,1419.2762108376523
482,3761.2021978915996
490,3802.470929119145
496,2289.581715833245
497,4172.215254444448
508,3025.967612239619
510,2457.468623808303
512,2105.6810897696428
513,4400.359551309653
523,1752.5350807442705
531,7717.147305431386
532,3190.298300609642
533,1445.0946286941405
537,1127.4067328288545
544,5753.532803400229
547,2781.9319011356247
556,8342.684025337174
565,1569.188486113071
566,1230.2474277250208
571,1392.6257113572278
573,965.5105989228289
574,1060.9351893530281
581,2675.976377625346
585,2322.4729360374254
589,1282.014458043701
597,1456.3904264043572
601,4537.277685490817
602,1769.519915627151
613,1916.0332058060314
616,1757.2404027365121
619,2315.561493902937
622,1842.73875230171
623,1878.837487564537
629,1595.4670703189104
634,1931.8261009429857
638,1125.887221527415
642,1348.568504654561
643,2300.027145330202
645,1049.7387475870066
648,9676.746435756691
652,1654.212815121089
664,1226.5981767622688
666,2469.437729365487
672,1016.8786888251491
676,3035.972848693295
678,4021.898195783317
682,2373.200746384774
686,3053.733594049997
688,2696.6643136679695
689,1485.118872398798
690,2177.849510008147
692,13103.38562513646
695,2413.0596317652
697,4046.2998796678894
698,1451.7001896434467
706,3234.4720295684187
708,1825.332850554234
712,2708.0594928381893
715,4937.690312614848
717,1539.4837490427144
725,3507.1308282000273
729,1292.3313718425538
737,1622.163910030927
739,7206.411465970954
747,3672.8547048760665
753,2818.873010401327
758,3425.2195467993615
759,2502.503159154185
763,1816.5027327568969
773,3211.5048331843254
774,2093.898243687308
776,1927.6052288103833
788,3915.1686783538657
790,3876.1066632229963
794,1251.8418175048573
801,2292.2856139463256
802,1861.6597332897063
805,1642.2809648254206
809,6156.32614779532
812,596.2749284350386
825,2083.8866742443033
828,2195.200763796555
830,1365.6551664864933
833,1593.0139546974267
850,7380.990659242707
852,6161.945268705222
862,2620.961871526288
863,1408.8980997271867
864,1729.8498724740657
865,3759.147687787221
868,7734.5543226567115
872,1927.753463341678
879,5369.794254317927
880,1295.3845346783826
883,1515.9429553260147
886,1645.4578109864508
923,1753.3733692592994
924,2147.1443298474865
932,1468.4226390461158
945,7113.440516978747
947,6604.01626260726
948,2636.2363745537264
955,2984.095131153822
963,4074.8545145339112
979,1480.1847478681616
989,1285.192536517806
994,3092.453069430145
995,2206.0672234936096
998,1119.9437353964247
1000,4919.730265747392
1018,1813.5788837987216
1019,1249.0832002303966
1028,2174.6420748632863
1034,1289.8300908320673
1038,1785.8120891573383
1040,1559.5133213543556
1042,1428.0331357685213
1057,7949.549597677294
1058,2577.3610270778545
1063,1130.1341739106067
1066,4350.9947336123905
1071,4492.726656371569
1073,4800.5963943945835
1074,3834.878988853695
1077,3197.9032432117287
1080,10618.45887395315
1088,1012.7972883698617
1096,916.8632663825169
1097,12590.288868297252
1105,6578.212688753296
1115,1582.77659832728
1116,3247.095009318514
1122,2787.467600280751
1130,5690.898917994256
1133,1029.8488476619464
1137,2374.5475648851057
1140,1948.4204093381934
1143,9229.001010403721
1149,6093.688244310886
1150,685.7578510791968
1153,790.8108211922746
1157,1634.1570655635253
1180,684.8906498212073
1183,1121.44718047117
1188,1430.1670901497964
1193,1423.8657415466241
1200,952.507650170044
1209,3403.142855565292
1214,2372.5175292498798
1219,2307.709761726475
1223,5658.002771285259
1227,1028.7640159070752
1228,1719.9850522209908
1229,5231.932189643876
1233,769.0826266696516
1238,8954.629294517277
1239,2202.235072626364
1241,3607.2242071788096
1243,2001.601699214272
1244,1353.6879836347896
1245,3751.7877177917862
1277,4506.695095930739
1279,2854.3520201238525
1292,13955.705251361936
1293,2009.9546412773511
1299,8035.7830744841285
1304,2574.078918581257
1313,4835.15836210993
1328,1526.923734675991
1330,1104.4326084184986
1334,1765.6836286264963
1335,1454.3739512865056
1336,8561.850733536048
1341,1143.7963147956268
1344,1448.201268792199
1351,1024.9234724900225
1352,3174.00648720197
1354,1409.639870381246
1368,3312.7289317069885
1373,1673.8427122236346
1375,697.3791117724031
1381,1882.1948371928331
1384,5048.121062660591
1385,5425.464079247381
1388,6552.042106666208
1401,6641.949839435358
1402,3371.9422044658895
1404,1973.836117289302
1406,1847.9856930768644
1409,1159.7223126468168
1422,1678.1009136413554
1429,3090.5066257088715
1433,5135.995243336652
1438,1084.493310533313
1444,1256.9882257055935
1446,1397.1283501292476
1450,1232.9678631042857
1451,519.3441892340788
1454,2420.383829711339
1458,2382.501470132115
1461,3751.619317301804
1464,5586.7030157857325
1465,1228.3492425539168
1478,2964.7431639489337
1479,2016.2416627190846
1480,2324.7640900574947
1484,2529.0779237146708
1486,1336.5601486849598
1488,1076.5441513105784
1489,3697.305850867232
1491,1452.5015867957945
1507,1944.5068983207013
1515,2514.6265733689584
1519,3019.683716531031
1528,2314.2913822054275
1529,1204.76018025728
1530,3238.6092261515287
1532,1413.9725469119007
1541,1593.6475095018711
1542,3106.4874656479483
1547,1041.9579040074811
1549,1377.0631135888616
1553,3015.798897555368
1554,2135.3971275334893
1555,1789.2339094843824
1559,1819.6300148031905
1565,1701.327392946298
1568,1297.6695229912693
1576,4057.9262075056918
1579,1014.1728001179944
1592,976.4178851909327
