id,loss
4,1689.3095429712905
6,2049.3101841334
9,8869.565171822876
12,6120.486273943154
15,1054.0248676335946
17,2667.2414310711424
21,2881.5790709554667
28,653.2030195646472
32,2586.3937858783065
43,3250.6006076452595
46,3133.486025357501
50,995.9907596340463
54,1358.3770049089824
62,2618.46250384013
70,2458.490893606871
71,7710.537262259048
75,2261.085419393948
77,2005.439650944641
81,3296.59345833526
83,2042.7110355705372
87,2020.416467831319
97,1400.23737215022
103,1541.3649943393968
119,1493.1549459863309
120,2322.584543291408
127,1202.9980725755095
138,4251.366581069874
141,3802.574154084001
148,1161.1430281491293
150,2696.073357216956
151,2551.3939228615195
158,2029.198577331445
160,5620.227216874978
165,3051.200117279853
168,3530.372594450711
169,6953.747941217815
177,3107.8292983754786
178,2486.999228110694
184,2324.31462662037
194,9796.39777141354
198,2018.2565655984517
203,3662.0198689097165
211,3101.7111141502887
217,1466.0523410916958
219,1776.0462018654694
221,6048.710485120703
227,1666.5202970428857
230,1915.6803699535326
235,4016.1055194236606
240,900.660962984025
243,3594.8983187895274
249,7418.161349013957
253,3390.5670875443147
258,1752.4246001837291
261,2201.092464907263
263,3972.3999257979335
264,2734.7170705605413
265,4224.805157780557
268,2222.66591710849
271,1555.2538597448647
274,6674.870103082167
275,549.8243466691675
279,1870.6632549947935
282,2133.5097463777047
286,3483.500336911812
288,1518.0836466302596
294,2496.3132515789507
296,1316.2749607223461
297,1759.3476565944738
300,926.9471608148991
303,9322.165785578474
314,1725.7778339751337
315,4657.343246169292
321,3175.1339214505024
323,5072.401268801618
330,4559.996281752065
341,1658.4770880651336
342,4588.656872745474
352,1880.0399036170027
353,3847.9395534740097
360,6957.293755988121
361,2751.9589978605886
362,3552.585032297167
366,1513.7803129629938
372,4139.632948611076
376,3110.2807867814363
377,2604.1817465029776
379,1796.5405794305168
380,3135.5143006873564
387,2238.3634271147234
392,2240.5292760938555
394,9462.490487409546
395,1798.0117389477205
397,1878.8553521636088
407,5890.635316702202
411,8173.888683563228
416,2615.2629946708753
417,1902.4879957763783
419,4310.495812880469
428,5141.776589888249
431,2155.4917328291726
436,11302.665146292882
438,1775.3741528375429
445,6533.832700315356
446,6620.281267714019
455,1572.1791630968105
456,1741.8494736815817
461,1118.1672550813953
463,1987.2947393051436
464,4141.921560630934
466,1456.9495263878448
467,2838.843517197261
470,1281.4356248919887
475,1453.4605842928001
482,3474.441284329055
490,3633.9554855668507
496,1852.8405291724646
497,3981.648912425047
508,3081.888582454387
510,2866.859278793686
512,1838.6495132370435
513,4617.08164014132
523,2013.368972880572
531,6020.444026212891
532,3846.8817941500592
533,1447.883139134926
537,1201.4101788157416
544,5369.96484238782
547,3448.7817487936786
556,8384.217730116448
565,1791.8762014269028
566,1421.5094173700625
571,1460.7414626025593
573,986.1031543738166
574,990.240019368615
581,2564.6727703724055
585,2114.0922655229206
589,1428.2166729627493
597,1655.8600923452163
601,4923.2004491378775
602,1653.0921237612074
613,2206.704972497277
616,1888.1351824175247
619,2268.092658778482
622,1738.5654804552796
623,1859.4849544565388
629,1549.7550877956621
634,2076.9645599610153
638,1045.6238760699007
642,1319.521502218361
643,2463.0496359701615
645,1091.350079756607
648,8363.11991523723
652,1718.7467442889754
664,1175.1575174722511
666,2556.7303518219933
672,954.1202384110758
676,3082.2456880705977
678,3675.5968276294457
682,2200.052855322815
686,3336.346048552121
688,2974.191743122495
689,1434.7616333433377
690,2430.7958703563245
692,12062.986532337618
695,2282.022316133054
697,4067.3170090930985
698,1903.1422200968595
706,2801.380637567702
708,2056.1204995849334
712,2435.5820151723747
715,4687.869541585822
717,1569.4823110450259
725,3446.544077282412
729,1405.6714609336589
737,1753.2149206796585
739,5244.9204702628285
747,3742.7714072941835
753,3075.524751786058
758,3426.407801236109
759,2739.259875238224
763,2060.383139118128
773,3374.4763658210513
774,2149.1591525436165
776,1845.4192355994542
788,3807.4897017354137
790,3155.958228866012
794,1298.0436720115142
801,2483.3549221037165
802,1725.78303176718
805,1838.5937926597867
809,6271.292761568239
812,2269.4172338789576
825,2176.2047960377768
828,2683.201140433972
830,1575.8894266270652
833,1780.4962089953465
850,8033.127477968182
852,6167.633178006023
862,2122.6260452465876
863,1436.9451344853485
864,1635.636526039344
865,3717.7194653353886
868,7364.586893373909
872,1775.2173381459204
879,5757.419021837263
880,1418.5997946712066
883,1821.4233086575634
886,1742.392924195434
923,1836.2639020528327
924,2159.1070078943926
932,1525.3898322035354
945,6974.671716283952
947,6627.230257191948
948,2862.0006971257894
955,2627.2167696365836
963,3715.373298798674
979,1068.2925384290636
989,1663.5538750316987
994,2996.9694671503853
995,1948.8668282918147
998,1342.169803813247
1000,4035.8225543984595
1018,2177.0916462404543
1019,1361.3974674934725
1028,2169.555701529322
1034,1211.6670851386386
1038,2048.8529425090233
1040,1508.3219595163189
1042,1664.3237130477096
1057,8024.220109488456
1058,2740.055850391378
1063,1244.022480661496
1066,4465.316072652384
1071,4551.783944284953
1073,5219.040376307269
1074,3875.0870542777907
1077,3649.300163973312
1080,10830.066595028262
1088,1068.8361081342207
1096,925.2002708429102
1097,13149.185533389393
1105,6905.179516304474
1115,1915.77050512002
1116,3324.1844189267613
1122,2908.595772636629
1130,5082.445607356425
1133,1190.7227297611948
1137,2042.466656753192
1140,2148.567598063446
1143,10423.862751232198
1149,6227.789082216333
1150,750.7462793489955
1153,746.6807916090864
1157,1716.5283195844336
1180,713.6814920450626
1183,1257.6461056921162
1188,1615.862697085112
1193,1339.5063306450159
1200,879.7041347381826
1209,2919.3279902375184
1214,2366.040252263307
1219,2291.873114695233
1223,5411.796037091127
1227,1044.2667642028262
1228,1620.525233122553
1229,4499.448060684565
1233,1213.1115363948659
1238,8162.457850903605
1239,2005.5550007537643
1241,3829.8148691012534
1243,2093.7090076506393
1244,1543.915015833018
1245,3576.925100589133
1277,4062.999924557457
1279,3029.9331322527623
1292,11601.861787986421
1293,2134.222526141479
1299,9136.459128908733
1304,2553.239989508233
1313,4287.987112001142
1328,1668.6963314051343
1330,1132.5513129396768
1334,1871.090196252265
1335,1574.5073850582241
1336,7589.896483610199
1341,1186.0595021208565
1344,1542.9105465295224
1351,1082.6599794518509
1352,2641.5855985890007
1354,1609.6679206216259
1368,4015.2104304509658
1373,1356.6365459919457
1375,774.1396398852473
1381,2092.178637910274
1384,4946.877803210268
1385,4885.515915197786
1388,6717.867293860488
1401,5807.576629034324
1402,3408.8707037739055
1404,1739.4703474188032
1406,1398.9385402659761
1409,1095.8127142080236
1422,1825.5045361482507
1429,3015.8708335874708
1433,5088.5697091468555
1438,1218.8305861903598
1444,1275.1042568122643
1446,1492.2750012788283
1450,1115.1836612784386
1451,531.6935418310995
1454,2403.6821631022626
1458,2338.4212802907614
1461,3688.846916965057
1464,5050.337894739769
1465,1311.0095702214946
1478,2748.296572620111
1479,2012.5751261935868
1480,2021.6104830724462
1484,2486.3673268425564
1486,1540.2526302966974
1488,1049.6327272471924
1489,3688.6098461658585
1491,1493.664085151108
1507,1835.4498819765108
1515,2460.5370399117196
1519,3406.3904361312607
1528,2304.6619732369168
1529,1247.814744179269
1530,3462.2370524791204
1532,1379.4499259737522
1541,1674.5224014997955
1542,3093.2182952183157
1547,1735.9794691933434
1549,1334.2818010760075
1553,2998.695535343711
1554,2732.6176007610347
1555,1878.6582230266913
1559,1926.4733675104067
1565,1613.389989362519
1568,1261.3896847610345
1576,3724.854969774861
1579,1028.1141274254146
1592,1014.429214988434
1596,3829.520479609028
1605,1198.002351112351
1607,2147.9336544529906
1612,2373.9093584081297
1617,3485.838742412514
1619,2795.9092262966337
1620,9581.667387331876
1624,3744.0743924631024
1627,1749.032827784314
1633,2120.928236178611
1636,1577.9670528898607
1639,1294.3100371244686
1640,5177.153615380127
1644,1617.0362516829566
1646,1852.794804384365
1647,2074.2998846109695
1654,820.9983868417412
1655,4054.6245147316117
1664,6310.583747249366
1665,2470.6308715120535
1667,3445.2268236497325
1669,1342.0954215083752
1678,2758.0905789639028
1682,2829.712246561969
1689,1091.0315589967943
1690,3147.7277710968865
1693,5431.733401144204
1695,1101.8108560832413
1705,1741.7071838286204
1706,2466.5047737644127
1708,2602.6115996840576
1716,2017.9594175182888
1720,9341.505315141612
1722,1716.5909439949655
1749,3718.348941604902
1750,1777.5824824736906
1751,5635.359902437318
1760,3699.416829591078
1763,5014.004689622571
1770,1857.7127692799506
1777,2365.02895975501
1785,7184.097466226129
1791,1516.560175088735
1794,5307.70733919317
1800,1713.6995867098524
1816,1314.6487512151418
1817,1445.8030043394924
1821,3555.9854712696388
1836,1518.3849172159112
1838,2363.2066443041144
1851,1575.5493235566303
1852,3786.046410602245
1854,3219.4099805391616
1856,1094.0728737695595
1865,862.7723677791794
1872,1148.8014221824603
1878,962.6252501136527
1880,1062.8098444950558
1881,1789.2080921575932
1882,2021.1122607641078
1886,1004.6316912070864
1892,1279.2057275335644
1894,2743.224652946496
1898,2631.3660685792534
1899,2620.8341195142807
1902,1630.4691535136265
1903,3394.5936513219203
1906,1163.7315361044589
1910,2181.0832002283123
1911,2202.1541951137183
1914,4111.519906702576
1929,3961.9644310276185
1932,1771.2388500722047
1952,1233.996648053558
1959,1568.3194558255445
1960,2279.55981262865
1976,3616.8134464112673
1980,3061.9203346377303
1981,2559.877780961001
1987,1898.3554466511514
1994,1934.3696658528618
2000,1867.2675936185474
2008,2031.2131353821514
2011,2304.344358987334
2012,5451.0063154244735
2019,1889.2919367644474
2022,3014.733762524023
2024,5473.928329523647
2028,1024.0283110185085
2030,4271.403834557245
2031,8495.072016853252
2047,1830.8187664178338
2049,899.2400770563405
2050,1800.4339652972521
2051,3598.5248187348134
2056,2159.6943511754903
2057,1372.3246232057925
2059,2200.5564277338276
2069,4165.991197456757
2085,1964.034817355337
2089,922.5343799666889
2090,1552.5642470737894
2101,3024.690467024963
2114,3009.696311215895
2115,1547.2356863333387
2118,1532.480067468191
2119,2645.675651333678
2125,1789.5217496229482
